project,organism,file_source,project_home,project_type,n_samples
SRP050061,human,sra,data_sources/sra,data_sources,6
SRP038761,human,sra,data_sources/sra,data_sources,3
SRP048761,human,sra,data_sources/sra,data_sources,19
SRP188861,human,sra,data_sources/sra,data_sources,10
SRP101761,human,sra,data_sources/sra,data_sources,5
SRP022361,human,sra,data_sources/sra,data_sources,6
SRP162561,human,sra,data_sources/sra,data_sources,48
SRP073461,human,sra,data_sources/sra,data_sources,6
SRP071561,human,sra,data_sources/sra,data_sources,14
SRP060661,human,sra,data_sources/sra,data_sources,3
SRP018861,human,sra,data_sources/sra,data_sources,29
SRP077661,human,sra,data_sources/sra,data_sources,4
SRP064561,human,sra,data_sources/sra,data_sources,41
SRP069361,human,sra,data_sources/sra,data_sources,40
SRP154361,human,sra,data_sources/sra,data_sources,6
SRP042161,human,sra,data_sources/sra,data_sources,875
SRP125961,human,sra,data_sources/sra,data_sources,48
SRP068961,human,sra,data_sources/sra,data_sources,8
SRP063661,human,sra,data_sources/sra,data_sources,15
SRP126861,human,sra,data_sources/sra,data_sources,11
SRP019961,human,sra,data_sources/sra,data_sources,2
SRP105816,human,sra,data_sources/sra,data_sources,32
SRP084316,human,sra,data_sources/sra,data_sources,2
SRP057616,human,sra,data_sources/sra,data_sources,6
SRP064316,human,sra,data_sources/sra,data_sources,6
SRP216716,human,sra,data_sources/sra,data_sources,2
SRP162816,human,sra,data_sources/sra,data_sources,5
SRP047516,human,sra,data_sources/sra,data_sources,8
SRP186016,human,sra,data_sources/sra,data_sources,91
SRP096016,human,sra,data_sources/sra,data_sources,91
SRP193016,human,sra,data_sources/sra,data_sources,9
SRP125416,human,sra,data_sources/sra,data_sources,4
SRP065216,human,sra,data_sources/sra,data_sources,82
ERP016616,human,sra,data_sources/sra,data_sources,6
SRP110816,human,sra,data_sources/sra,data_sources,6
SRP077016,human,sra,data_sources/sra,data_sources,16
SRP126516,human,sra,data_sources/sra,data_sources,29
SRP135716,human,sra,data_sources/sra,data_sources,8
SRP150616,human,sra,data_sources/sra,data_sources,24
SRP090916,human,sra,data_sources/sra,data_sources,2
SRP182916,human,sra,data_sources/sra,data_sources,12
SRP131516,human,sra,data_sources/sra,data_sources,38
SRP042616,human,sra,data_sources/sra,data_sources,36
SRP060016,human,sra,data_sources/sra,data_sources,20
SRP083916,human,sra,data_sources/sra,data_sources,12
SRP122516,human,sra,data_sources/sra,data_sources,3
SRP150416,human,sra,data_sources/sra,data_sources,30
SRP139916,human,sra,data_sources/sra,data_sources,12
SRP117316,human,sra,data_sources/sra,data_sources,18
SRP165216,human,sra,data_sources/sra,data_sources,4
SRP182116,human,sra,data_sources/sra,data_sources,1
ERP023816,human,sra,data_sources/sra,data_sources,38
SRP115816,human,sra,data_sources/sra,data_sources,18
SRP110016,human,sra,data_sources/sra,data_sources,9
SRP151416,human,sra,data_sources/sra,data_sources,6
SRP058916,human,sra,data_sources/sra,data_sources,12
SRP219816,human,sra,data_sources/sra,data_sources,9
SRP115916,human,sra,data_sources/sra,data_sources,4
SRP175016,human,sra,data_sources/sra,data_sources,20
SRP108616,human,sra,data_sources/sra,data_sources,41
SRP018716,human,sra,data_sources/sra,data_sources,24
SRP097916,human,sra,data_sources/sra,data_sources,4
SRP078416,human,sra,data_sources/sra,data_sources,6
SRP167216,human,sra,data_sources/sra,data_sources,12
SRP066016,human,sra,data_sources/sra,data_sources,4
SRP028316,human,sra,data_sources/sra,data_sources,1
SRP073116,human,sra,data_sources/sra,data_sources,3
SRP089716,human,sra,data_sources/sra,data_sources,5
SRP188516,human,sra,data_sources/sra,data_sources,16
SRP131216,human,sra,data_sources/sra,data_sources,7
SRP194416,human,sra,data_sources/sra,data_sources,12
SRP185716,human,sra,data_sources/sra,data_sources,9
SRP211816,human,sra,data_sources/sra,data_sources,2
SRP144016,human,sra,data_sources/sra,data_sources,10
SRP076716,human,sra,data_sources/sra,data_sources,57
SRP021916,human,sra,data_sources/sra,data_sources,2
SRP033116,human,sra,data_sources/sra,data_sources,14
SRP110516,human,sra,data_sources/sra,data_sources,12
SRP099016,human,sra,data_sources/sra,data_sources,13
SRP096716,human,sra,data_sources/sra,data_sources,24
SRP189116,human,sra,data_sources/sra,data_sources,6
DRP003316,human,sra,data_sources/sra,data_sources,17
SRP094716,human,sra,data_sources/sra,data_sources,18
SRP151016,human,sra,data_sources/sra,data_sources,9
SRP035316,human,sra,data_sources/sra,data_sources,10
SRP136016,human,sra,data_sources/sra,data_sources,2
SRP076616,human,sra,data_sources/sra,data_sources,16
SRP067516,human,sra,data_sources/sra,data_sources,27
SRP132816,human,sra,data_sources/sra,data_sources,65
SRP140916,human,sra,data_sources/sra,data_sources,10
SRP154216,human,sra,data_sources/sra,data_sources,30
SRP075716,human,sra,data_sources/sra,data_sources,1
ERP111116,human,sra,data_sources/sra,data_sources,32
SRP102616,human,sra,data_sources/sra,data_sources,6
SRP131116,human,sra,data_sources/sra,data_sources,14
SRP060416,human,sra,data_sources/sra,data_sources,648
SRP079916,human,sra,data_sources/sra,data_sources,26
SRP069016,human,sra,data_sources/sra,data_sources,2
SRP137216,human,sra,data_sources/sra,data_sources,14
SRP068016,human,sra,data_sources/sra,data_sources,2
SRP144316,human,sra,data_sources/sra,data_sources,19
SRP098916,human,sra,data_sources/sra,data_sources,72
SRP009316,human,sra,data_sources/sra,data_sources,41
ERP016816,human,sra,data_sources/sra,data_sources,49
SRP061416,human,sra,data_sources/sra,data_sources,12
SRP118916,human,sra,data_sources/sra,data_sources,4
SRP186416,human,sra,data_sources/sra,data_sources,8
SRP055916,human,sra,data_sources/sra,data_sources,5
SRP094416,human,sra,data_sources/sra,data_sources,164
SRP063416,human,sra,data_sources/sra,data_sources,7
SRP195616,human,sra,data_sources/sra,data_sources,16
SRP158716,human,sra,data_sources/sra,data_sources,8
SRP127016,human,sra,data_sources/sra,data_sources,16
SRP190416,human,sra,data_sources/sra,data_sources,124
SRP008216,human,sra,data_sources/sra,data_sources,2
ERP110816,human,sra,data_sources/sra,data_sources,178
SRP165826,human,sra,data_sources/sra,data_sources,7
SRP043426,human,sra,data_sources/sra,data_sources,6
SRP212626,human,sra,data_sources/sra,data_sources,20
SRP097226,human,sra,data_sources/sra,data_sources,48
SRP139926,human,sra,data_sources/sra,data_sources,52
SRP129026,human,sra,data_sources/sra,data_sources,36
SRP094926,human,sra,data_sources/sra,data_sources,2
SRP066026,human,sra,data_sources/sra,data_sources,12
SRP126626,human,sra,data_sources/sra,data_sources,18
SRP034626,human,sra,data_sources/sra,data_sources,14
SRP109626,human,sra,data_sources/sra,data_sources,7
SRP071026,human,sra,data_sources/sra,data_sources,20
SRP188526,human,sra,data_sources/sra,data_sources,209
SRP164926,human,sra,data_sources/sra,data_sources,8
SRP002126,human,sra,data_sources/sra,data_sources,14
SRP132726,human,sra,data_sources/sra,data_sources,2260
SRP158126,human,sra,data_sources/sra,data_sources,6
SRP193326,human,sra,data_sources/sra,data_sources,23
SRP067026,human,sra,data_sources/sra,data_sources,4
SRP144426,human,sra,data_sources/sra,data_sources,18
SRP144626,human,sra,data_sources/sra,data_sources,2
SRP090226,human,sra,data_sources/sra,data_sources,2
SRP076126,human,sra,data_sources/sra,data_sources,6
SRP072326,human,sra,data_sources/sra,data_sources,18
SRP159926,human,sra,data_sources/sra,data_sources,12
SRP097126,human,sra,data_sources/sra,data_sources,10
SRP113226,human,sra,data_sources/sra,data_sources,15
SRP015926,human,sra,data_sources/sra,data_sources,2
SRP093226,human,sra,data_sources/sra,data_sources,12
ERP005426,human,sra,data_sources/sra,data_sources,6
SRP058026,human,sra,data_sources/sra,data_sources,4
SRP067926,human,sra,data_sources/sra,data_sources,24
SRP163326,human,sra,data_sources/sra,data_sources,4
SRP158826,human,sra,data_sources/sra,data_sources,21
SRP091926,human,sra,data_sources/sra,data_sources,40
SRP140526,human,sra,data_sources/sra,data_sources,3
SRP083126,human,sra,data_sources/sra,data_sources,2
SRP079726,human,sra,data_sources/sra,data_sources,4
SRP038726,human,sra,data_sources/sra,data_sources,9
SRP076426,human,sra,data_sources/sra,data_sources,58
SRP045126,human,sra,data_sources/sra,data_sources,6
SRP155026,human,sra,data_sources/sra,data_sources,12
SRP098926,human,sra,data_sources/sra,data_sources,84
SRP137826,human,sra,data_sources/sra,data_sources,38
SRP200226,human,sra,data_sources/sra,data_sources,3
SRP135926,human,sra,data_sources/sra,data_sources,21
SRP061426,human,sra,data_sources/sra,data_sources,4
SRP189226,human,sra,data_sources/sra,data_sources,6
SRP112726,human,sra,data_sources/sra,data_sources,26
SRP118826,human,sra,data_sources/sra,data_sources,4
SRP119826,human,sra,data_sources/sra,data_sources,16
SRP144926,human,sra,data_sources/sra,data_sources,18
SRP079926,human,sra,data_sources/sra,data_sources,12
SRP141126,human,sra,data_sources/sra,data_sources,18
SRP109126,human,sra,data_sources/sra,data_sources,38
SRP014626,human,sra,data_sources/sra,data_sources,2
SRP176626,human,sra,data_sources/sra,data_sources,3
SRP181726,human,sra,data_sources/sra,data_sources,1
SRP066626,human,sra,data_sources/sra,data_sources,2
SRP126026,human,sra,data_sources/sra,data_sources,9
SRP041826,human,sra,data_sources/sra,data_sources,40
SRP099826,human,sra,data_sources/sra,data_sources,8
SRP082426,human,sra,data_sources/sra,data_sources,91
SRP194626,human,sra,data_sources/sra,data_sources,20
SRP095426,human,sra,data_sources/sra,data_sources,4
SRP100426,human,sra,data_sources/sra,data_sources,24
SRP003726,human,sra,data_sources/sra,data_sources,14
SRP086626,human,sra,data_sources/sra,data_sources,34
SRP057826,human,sra,data_sources/sra,data_sources,5
SRP047126,human,sra,data_sources/sra,data_sources,4
SRP218426,human,sra,data_sources/sra,data_sources,8
SRP074426,human,sra,data_sources/sra,data_sources,9
SRP149426,human,sra,data_sources/sra,data_sources,3
SRP032926,human,sra,data_sources/sra,data_sources,57
ERP017126,human,sra,data_sources/sra,data_sources,3514
SRP125326,human,sra,data_sources/sra,data_sources,2
SRP006726,human,sra,data_sources/sra,data_sources,4
SRP101626,human,sra,data_sources/sra,data_sources,16
SRP109826,human,sra,data_sources/sra,data_sources,6
SRP111526,human,sra,data_sources/sra,data_sources,6
SRP106526,human,sra,data_sources/sra,data_sources,6
SRP159526,human,sra,data_sources/sra,data_sources,8
SRP049426,human,sra,data_sources/sra,data_sources,4
SRP145126,human,sra,data_sources/sra,data_sources,16
SRP078126,human,sra,data_sources/sra,data_sources,10
ERP109626,human,sra,data_sources/sra,data_sources,62
SRP165626,human,sra,data_sources/sra,data_sources,15
SRP058626,human,sra,data_sources/sra,data_sources,11
SRP046226,human,sra,data_sources/sra,data_sources,24
SRP124226,human,sra,data_sources/sra,data_sources,6
SRP100726,human,sra,data_sources/sra,data_sources,72
SRP073426,human,sra,data_sources/sra,data_sources,12
SRP131326,human,sra,data_sources/sra,data_sources,6
SRP186726,human,sra,data_sources/sra,data_sources,56
SRP151026,human,sra,data_sources/sra,data_sources,5
SRP069826,human,sra,data_sources/sra,data_sources,22
SRP041126,human,sra,data_sources/sra,data_sources,5
SRP101726,human,sra,data_sources/sra,data_sources,39
ERP024526,human,sra,data_sources/sra,data_sources,6
SRP026126,human,sra,data_sources/sra,data_sources,422
SRP067526,human,sra,data_sources/sra,data_sources,14
SRP045326,human,sra,data_sources/sra,data_sources,8
SRP127326,human,sra,data_sources/sra,data_sources,71
SRP105051,human,sra,data_sources/sra,data_sources,9
SRP220251,human,sra,data_sources/sra,data_sources,103
SRP076951,human,sra,data_sources/sra,data_sources,6
SRP074851,human,sra,data_sources/sra,data_sources,6
SRP063851,human,sra,data_sources/sra,data_sources,9
SRP115351,human,sra,data_sources/sra,data_sources,4
SRP179651,human,sra,data_sources/sra,data_sources,6
SRP094851,human,sra,data_sources/sra,data_sources,11
SRP044651,human,sra,data_sources/sra,data_sources,6
SRP058351,human,sra,data_sources/sra,data_sources,18
SRP007351,human,sra,data_sources/sra,data_sources,4
SRP147551,human,sra,data_sources/sra,data_sources,6
SRP124651,human,sra,data_sources/sra,data_sources,13
SRP103851,human,sra,data_sources/sra,data_sources,3
SRP145551,human,sra,data_sources/sra,data_sources,33
SRP066151,human,sra,data_sources/sra,data_sources,16
SRP221351,human,sra,data_sources/sra,data_sources,24
SRP102251,human,sra,data_sources/sra,data_sources,4
SRP163151,human,sra,data_sources/sra,data_sources,6
SRP095351,human,sra,data_sources/sra,data_sources,16
DRP003751,human,sra,data_sources/sra,data_sources,2
SRP075951,human,sra,data_sources/sra,data_sources,2
SRP108551,human,sra,data_sources/sra,data_sources,6
SRP132451,human,sra,data_sources/sra,data_sources,8
SRP041751,human,sra,data_sources/sra,data_sources,54
SRP137651,human,sra,data_sources/sra,data_sources,4
ERP115551,human,sra,data_sources/sra,data_sources,9
SRP075051,human,sra,data_sources/sra,data_sources,6
SRP115151,human,sra,data_sources/sra,data_sources,9
SRP098651,human,sra,data_sources/sra,data_sources,24
SRP065951,human,sra,data_sources/sra,data_sources,25
SRP162251,human,sra,data_sources/sra,data_sources,1
SRP050551,human,sra,data_sources/sra,data_sources,24
ERP112751,human,sra,data_sources/sra,data_sources,100
SRP094051,human,sra,data_sources/sra,data_sources,4
SRP068551,human,sra,data_sources/sra,data_sources,36
SRP090251,human,sra,data_sources/sra,data_sources,13
SRP081151,human,sra,data_sources/sra,data_sources,2
ERP004151,human,sra,data_sources/sra,data_sources,4
SRP009251,human,sra,data_sources/sra,data_sources,10
SRP092751,human,sra,data_sources/sra,data_sources,9
SRP068151,human,sra,data_sources/sra,data_sources,17
SRP155151,human,sra,data_sources/sra,data_sources,11
SRP215251,human,sra,data_sources/sra,data_sources,1186
SRP033351,human,sra,data_sources/sra,data_sources,16
SRP150351,human,sra,data_sources/sra,data_sources,50
ERP016351,human,sra,data_sources/sra,data_sources,2
SRP057251,human,sra,data_sources/sra,data_sources,12
SRP106651,human,sra,data_sources/sra,data_sources,8
SRP168251,human,sra,data_sources/sra,data_sources,178
SRP154051,human,sra,data_sources/sra,data_sources,1
ERP109451,human,sra,data_sources/sra,data_sources,8
ERP023451,human,sra,data_sources/sra,data_sources,2
SRP169851,human,sra,data_sources/sra,data_sources,12
SRP135951,human,sra,data_sources/sra,data_sources,2
SRP112751,human,sra,data_sources/sra,data_sources,17
SRP067751,human,sra,data_sources/sra,data_sources,4
ERP108451,human,sra,data_sources/sra,data_sources,10
SRP152951,human,sra,data_sources/sra,data_sources,8
SRP065451,human,sra,data_sources/sra,data_sources,4
SRP133851,human,sra,data_sources/sra,data_sources,18
SRP112551,human,sra,data_sources/sra,data_sources,58
SRP061651,human,sra,data_sources/sra,data_sources,6
SRP141351,human,sra,data_sources/sra,data_sources,21
SRP108951,human,sra,data_sources/sra,data_sources,16
SRP060651,human,sra,data_sources/sra,data_sources,10
SRP109351,human,sra,data_sources/sra,data_sources,3
SRP075651,human,sra,data_sources/sra,data_sources,6
SRP055151,human,sra,data_sources/sra,data_sources,2
SRP154351,human,sra,data_sources/sra,data_sources,2
SRP125951,human,sra,data_sources/sra,data_sources,72
SRP108851,human,sra,data_sources/sra,data_sources,6
SRP012651,human,sra,data_sources/sra,data_sources,2
SRP150151,human,sra,data_sources/sra,data_sources,4
SRP127251,human,sra,data_sources/sra,data_sources,10
ERP012951,human,sra,data_sources/sra,data_sources,12
DRP002851,human,sra,data_sources/sra,data_sources,8
SRP108251,human,sra,data_sources/sra,data_sources,40
SRP059187,human,sra,data_sources/sra,data_sources,46
SRP134687,human,sra,data_sources/sra,data_sources,6
SRP081187,human,sra,data_sources/sra,data_sources,1
ERP000787,human,sra,data_sources/sra,data_sources,3
SRP096187,human,sra,data_sources/sra,data_sources,24
ERP112787,human,sra,data_sources/sra,data_sources,6
SRP098687,human,sra,data_sources/sra,data_sources,4
SRP126487,human,sra,data_sources/sra,data_sources,4
SRP104287,human,sra,data_sources/sra,data_sources,23
ERP046087,human,sra,data_sources/sra,data_sources,12
SRP112887,human,sra,data_sources/sra,data_sources,12
SRP058087,human,sra,data_sources/sra,data_sources,4
SRP066387,human,sra,data_sources/sra,data_sources,9
SRP102087,human,sra,data_sources/sra,data_sources,8
SRP152787,human,sra,data_sources/sra,data_sources,28
SRP038987,human,sra,data_sources/sra,data_sources,8
SRP194387,human,sra,data_sources/sra,data_sources,24
ERP020187,human,sra,data_sources/sra,data_sources,12
SRP087387,human,sra,data_sources/sra,data_sources,3
SRP125487,human,sra,data_sources/sra,data_sources,6
SRP217687,human,sra,data_sources/sra,data_sources,1
SRP119487,human,sra,data_sources/sra,data_sources,9
SRP081287,human,sra,data_sources/sra,data_sources,21
SRP127787,human,sra,data_sources/sra,data_sources,63
SRP028887,human,sra,data_sources/sra,data_sources,26
SRP123587,human,sra,data_sources/sra,data_sources,3
SRP164887,human,sra,data_sources/sra,data_sources,2
SRP059887,human,sra,data_sources/sra,data_sources,2
SRP120487,human,sra,data_sources/sra,data_sources,12
SRP131787,human,sra,data_sources/sra,data_sources,6
SRP101987,human,sra,data_sources/sra,data_sources,12
SRP220987,human,sra,data_sources/sra,data_sources,6
SRP159087,human,sra,data_sources/sra,data_sources,2
SRP096887,human,sra,data_sources/sra,data_sources,4
SRP064187,human,sra,data_sources/sra,data_sources,9
SRP117287,human,sra,data_sources/sra,data_sources,19
SRP058387,human,sra,data_sources/sra,data_sources,8
ERP106487,human,sra,data_sources/sra,data_sources,79
SRP066087,human,sra,data_sources/sra,data_sources,4
SRP069787,human,sra,data_sources/sra,data_sources,16
SRP062287,human,sra,data_sources/sra,data_sources,12
SRP073187,human,sra,data_sources/sra,data_sources,4
SRP029987,human,sra,data_sources/sra,data_sources,4
SRP095287,human,sra,data_sources/sra,data_sources,83
SRP110187,human,sra,data_sources/sra,data_sources,88
SRP175087,human,sra,data_sources/sra,data_sources,42
SRP056087,human,sra,data_sources/sra,data_sources,14
SRP193787,human,sra,data_sources/sra,data_sources,24
SRP035287,human,sra,data_sources/sra,data_sources,1
DRP000987,human,sra,data_sources/sra,data_sources,114
SRP136187,human,sra,data_sources/sra,data_sources,2
SRP103787,human,sra,data_sources/sra,data_sources,24
SRP186687,human,sra,data_sources/sra,data_sources,1009
ERP013387,human,sra,data_sources/sra,data_sources,12
SRP199287,human,sra,data_sources/sra,data_sources,9
SRP066487,human,sra,data_sources/sra,data_sources,9
SRP057087,human,sra,data_sources/sra,data_sources,28
SRP109287,human,sra,data_sources/sra,data_sources,16
SRP174487,human,sra,data_sources/sra,data_sources,4
SRP058787,human,sra,data_sources/sra,data_sources,24
SRP118087,human,sra,data_sources/sra,data_sources,10
SRP014487,human,sra,data_sources/sra,data_sources,3
SRP176487,human,sra,data_sources/sra,data_sources,8
SRP150087,human,sra,data_sources/sra,data_sources,5
SRP100787,human,sra,data_sources/sra,data_sources,94
SRP002487,human,sra,data_sources/sra,data_sources,38
SRP186787,human,sra,data_sources/sra,data_sources,59
ERP024587,human,sra,data_sources/sra,data_sources,16
SRP139787,human,sra,data_sources/sra,data_sources,47
SRP035387,human,sra,data_sources/sra,data_sources,6
SRP116787,human,sra,data_sources/sra,data_sources,12
SRP134387,human,sra,data_sources/sra,data_sources,6
SRP090787,human,sra,data_sources/sra,data_sources,36
SRP127187,human,sra,data_sources/sra,data_sources,11
SRP155087,human,sra,data_sources/sra,data_sources,1
SRP026387,human,sra,data_sources/sra,data_sources,14
SRP072687,human,sra,data_sources/sra,data_sources,6
SRP041387,human,sra,data_sources/sra,data_sources,4
SRP050087,human,sra,data_sources/sra,data_sources,16
SRP150287,human,sra,data_sources/sra,data_sources,24
SRP223487,human,sra,data_sources/sra,data_sources,7
SRP102487,human,sra,data_sources/sra,data_sources,15
SRP161687,human,sra,data_sources/sra,data_sources,9
SRP044187,human,sra,data_sources/sra,data_sources,12
SRP058587,human,sra,data_sources/sra,data_sources,16
SRP219487,human,sra,data_sources/sra,data_sources,8
SRP133187,human,sra,data_sources/sra,data_sources,11
SRP070687,human,sra,data_sources/sra,data_sources,8
SRP136387,human,sra,data_sources/sra,data_sources,12
SRP098887,human,sra,data_sources/sra,data_sources,12
SRP056287,human,sra,data_sources/sra,data_sources,10
SRP136469,human,sra,data_sources/sra,data_sources,32
SRP074369,human,sra,data_sources/sra,data_sources,6
SRP080869,human,sra,data_sources/sra,data_sources,30
SRP011369,human,sra,data_sources/sra,data_sources,15
SRP033569,human,sra,data_sources/sra,data_sources,24
SRP077969,human,sra,data_sources/sra,data_sources,36
SRP041469,human,sra,data_sources/sra,data_sources,2
SRP175069,human,sra,data_sources/sra,data_sources,4
SRP036769,human,sra,data_sources/sra,data_sources,8
SRP219269,human,sra,data_sources/sra,data_sources,15
SRP188769,human,sra,data_sources/sra,data_sources,1206
SRP201769,human,sra,data_sources/sra,data_sources,19
SRP007169,human,sra,data_sources/sra,data_sources,6
SRP041669,human,sra,data_sources/sra,data_sources,1
SRP096169,human,sra,data_sources/sra,data_sources,9
SRP106869,human,sra,data_sources/sra,data_sources,9
SRP091969,human,sra,data_sources/sra,data_sources,8
ERP015769,human,sra,data_sources/sra,data_sources,12
SRP024669,human,sra,data_sources/sra,data_sources,4
SRP166169,human,sra,data_sources/sra,data_sources,26
SRP105369,human,sra,data_sources/sra,data_sources,93
SRP127569,human,sra,data_sources/sra,data_sources,2
SRP045569,human,sra,data_sources/sra,data_sources,22
SRP090369,human,sra,data_sources/sra,data_sources,4
SRP181269,human,sra,data_sources/sra,data_sources,6
SRP167169,human,sra,data_sources/sra,data_sources,12
SRP156569,human,sra,data_sources/sra,data_sources,6
ERP115569,human,sra,data_sources/sra,data_sources,1
SRP062169,human,sra,data_sources/sra,data_sources,4
SRP038969,human,sra,data_sources/sra,data_sources,4
SRP131169,human,sra,data_sources/sra,data_sources,3
SRP097469,human,sra,data_sources/sra,data_sources,12
SRP056969,human,sra,data_sources/sra,data_sources,20
SRP049769,human,sra,data_sources/sra,data_sources,4
SRP148569,human,sra,data_sources/sra,data_sources,12
SRP126169,human,sra,data_sources/sra,data_sources,6
SRP077469,human,sra,data_sources/sra,data_sources,24
SRP144369,human,sra,data_sources/sra,data_sources,7
SRP191569,human,sra,data_sources/sra,data_sources,16
SRP105769,human,sra,data_sources/sra,data_sources,42
SRP127169,human,sra,data_sources/sra,data_sources,40
SRP056369,human,sra,data_sources/sra,data_sources,2
ERP106969,human,sra,data_sources/sra,data_sources,9
SRP147969,human,sra,data_sources/sra,data_sources,11
SRP072769,human,sra,data_sources/sra,data_sources,36
SRP110769,human,sra,data_sources/sra,data_sources,12
SRP033369,human,sra,data_sources/sra,data_sources,5
SRP222569,human,sra,data_sources/sra,data_sources,37
SRP009269,human,sra,data_sources/sra,data_sources,1
SRP188969,human,sra,data_sources/sra,data_sources,5
SRP048669,human,sra,data_sources/sra,data_sources,6
SRP115569,human,sra,data_sources/sra,data_sources,16
SRP078269,human,sra,data_sources/sra,data_sources,4
SRP190469,human,sra,data_sources/sra,data_sources,20
SRP049669,human,sra,data_sources/sra,data_sources,34
SRP007569,human,sra,data_sources/sra,data_sources,3
SRP062469,human,sra,data_sources/sra,data_sources,8
SRP221669,human,sra,data_sources/sra,data_sources,3
SRP102769,human,sra,data_sources/sra,data_sources,18
SRP037969,human,sra,data_sources/sra,data_sources,3
SRP068969,human,sra,data_sources/sra,data_sources,72
SRP045869,human,sra,data_sources/sra,data_sources,5
SRP051369,human,sra,data_sources/sra,data_sources,6
SRP008069,human,sra,data_sources/sra,data_sources,1
SRP132969,human,sra,data_sources/sra,data_sources,6
SRP045269,human,sra,data_sources/sra,data_sources,2
SRP178269,human,sra,data_sources/sra,data_sources,7
SRP067469,human,sra,data_sources/sra,data_sources,9
SRP006769,human,sra,data_sources/sra,data_sources,10
SRP089969,human,sra,data_sources/sra,data_sources,4
SRP101669,human,sra,data_sources/sra,data_sources,4
SRP063669,human,sra,data_sources/sra,data_sources,7
SRP110569,human,sra,data_sources/sra,data_sources,2
SRP061769,human,sra,data_sources/sra,data_sources,3
SRP103769,human,sra,data_sources/sra,data_sources,3
SRP151069,human,sra,data_sources/sra,data_sources,6
ERP020769,human,sra,data_sources/sra,data_sources,6
ERP004269,human,sra,data_sources/sra,data_sources,12
SRP078169,human,sra,data_sources/sra,data_sources,15
SRP130969,human,sra,data_sources/sra,data_sources,6
SRP148769,human,sra,data_sources/sra,data_sources,4
SRP041263,human,sra,data_sources/sra,data_sources,2
SRP078863,human,sra,data_sources/sra,data_sources,5
SRP070663,human,sra,data_sources/sra,data_sources,12
ERP110263,human,sra,data_sources/sra,data_sources,407
SRP013463,human,sra,data_sources/sra,data_sources,4
SRP076563,human,sra,data_sources/sra,data_sources,3
SRP068163,human,sra,data_sources/sra,data_sources,8
SRP065763,human,sra,data_sources/sra,data_sources,6
SRP182663,human,sra,data_sources/sra,data_sources,54
SRP118363,human,sra,data_sources/sra,data_sources,6
SRP066663,human,sra,data_sources/sra,data_sources,18
SRP167463,human,sra,data_sources/sra,data_sources,6
SRP056863,human,sra,data_sources/sra,data_sources,15
SRP012463,human,sra,data_sources/sra,data_sources,2
SRP111763,human,sra,data_sources/sra,data_sources,11
SRP150363,human,sra,data_sources/sra,data_sources,5
SRP032363,human,sra,data_sources/sra,data_sources,9
SRP172563,human,sra,data_sources/sra,data_sources,6
ERP012063,human,sra,data_sources/sra,data_sources,8
SRP119863,human,sra,data_sources/sra,data_sources,16
SRP181663,human,sra,data_sources/sra,data_sources,3
SRP069063,human,sra,data_sources/sra,data_sources,6
SRP034163,human,sra,data_sources/sra,data_sources,2
SRP144363,human,sra,data_sources/sra,data_sources,64
ERP107363,human,sra,data_sources/sra,data_sources,5
SRP136263,human,sra,data_sources/sra,data_sources,48
SRP213063,human,sra,data_sources/sra,data_sources,12
SRP132063,human,sra,data_sources/sra,data_sources,2
SRP094563,human,sra,data_sources/sra,data_sources,16
SRP055863,human,sra,data_sources/sra,data_sources,6
SRP132263,human,sra,data_sources/sra,data_sources,6
SRP072463,human,sra,data_sources/sra,data_sources,14
SRP043063,human,sra,data_sources/sra,data_sources,13
SRP156963,human,sra,data_sources/sra,data_sources,27
SRP139763,human,sra,data_sources/sra,data_sources,320
SRP134163,human,sra,data_sources/sra,data_sources,24
SRP108363,human,sra,data_sources/sra,data_sources,12
SRP019263,human,sra,data_sources/sra,data_sources,1
SRP075763,human,sra,data_sources/sra,data_sources,24
SRP117763,human,sra,data_sources/sra,data_sources,33
SRP145163,human,sra,data_sources/sra,data_sources,11
SRP211963,human,sra,data_sources/sra,data_sources,19
SRP170763,human,sra,data_sources/sra,data_sources,8
SRP001563,human,sra,data_sources/sra,data_sources,45
SRP199263,human,sra,data_sources/sra,data_sources,20
SRP117663,human,sra,data_sources/sra,data_sources,6
SRP047363,human,sra,data_sources/sra,data_sources,4
SRP155363,human,sra,data_sources/sra,data_sources,137
SRP070463,human,sra,data_sources/sra,data_sources,21
SRP173763,human,sra,data_sources/sra,data_sources,8
ERP002063,human,sra,data_sources/sra,data_sources,17
SRP041063,human,sra,data_sources/sra,data_sources,4
SRP072163,human,sra,data_sources/sra,data_sources,4
SRP045663,human,sra,data_sources/sra,data_sources,18
SRP059363,human,sra,data_sources/sra,data_sources,44
SRP049063,human,sra,data_sources/sra,data_sources,16
SRP154763,human,sra,data_sources/sra,data_sources,10
SRP126663,human,sra,data_sources/sra,data_sources,42
ERP010663,human,sra,data_sources/sra,data_sources,6
SRP059963,human,sra,data_sources/sra,data_sources,8
SRP199663,human,sra,data_sources/sra,data_sources,12
SRP133763,human,sra,data_sources/sra,data_sources,9
SRP073163,human,sra,data_sources/sra,data_sources,16
SRP116963,human,sra,data_sources/sra,data_sources,23
SRP131763,human,sra,data_sources/sra,data_sources,100
SRP044763,human,sra,data_sources/sra,data_sources,11
ERP109263,human,sra,data_sources/sra,data_sources,9
ERP104463,human,sra,data_sources/sra,data_sources,95
