project,organism,file_source,project_home,project_type,n_samples
SRP165263,human,sra,data_sources/sra,data_sources,12
SRP052763,human,sra,data_sources/sra,data_sources,4
SRP075963,human,sra,data_sources/sra,data_sources,12
SRP213663,human,sra,data_sources/sra,data_sources,2
SRP013363,human,sra,data_sources/sra,data_sources,10
SRP063363,human,sra,data_sources/sra,data_sources,6
SRP162163,human,sra,data_sources/sra,data_sources,14
SRP066963,human,sra,data_sources/sra,data_sources,892
SRP064863,human,sra,data_sources/sra,data_sources,12
ERP009263,human,sra,data_sources/sra,data_sources,2
SRP127563,human,sra,data_sources/sra,data_sources,30
SRP148163,human,sra,data_sources/sra,data_sources,81
SRP066363,human,sra,data_sources/sra,data_sources,6
SRP194363,human,sra,data_sources/sra,data_sources,10
SRP038963,human,sra,data_sources/sra,data_sources,2
SRP038863,human,sra,data_sources/sra,data_sources,31
SRP150763,human,sra,data_sources/sra,data_sources,12
SRP145663,human,sra,data_sources/sra,data_sources,65
SRP074063,human,sra,data_sources/sra,data_sources,12
ERP107663,human,sra,data_sources/sra,data_sources,24
SRP061163,human,sra,data_sources/sra,data_sources,18
SRP050563,human,sra,data_sources/sra,data_sources,4
SRP173163,human,sra,data_sources/sra,data_sources,2
SRP151763,human,sra,data_sources/sra,data_sources,523
SRP078114,human,sra,data_sources/sra,data_sources,8
SRP049514,human,sra,data_sources/sra,data_sources,6
SRP150014,human,sra,data_sources/sra,data_sources,12
SRP021214,human,sra,data_sources/sra,data_sources,7
SRP061614,human,sra,data_sources/sra,data_sources,14
SRP099114,human,sra,data_sources/sra,data_sources,4
SRP153114,human,sra,data_sources/sra,data_sources,17
ERP105014,human,sra,data_sources/sra,data_sources,26
SRP158414,human,sra,data_sources/sra,data_sources,8
SRP089814,human,sra,data_sources/sra,data_sources,96
SRP090514,human,sra,data_sources/sra,data_sources,2
ERP012914,human,sra,data_sources/sra,data_sources,1866
ERP009514,human,sra,data_sources/sra,data_sources,23
SRP067414,human,sra,data_sources/sra,data_sources,4
DRP005114,human,sra,data_sources/sra,data_sources,4
SRP045214,human,sra,data_sources/sra,data_sources,36
SRP134014,human,sra,data_sources/sra,data_sources,19
SRP162414,human,sra,data_sources/sra,data_sources,712
SRP123014,human,sra,data_sources/sra,data_sources,41
SRP141214,human,sra,data_sources/sra,data_sources,4
SRP040014,human,sra,data_sources/sra,data_sources,4
SRP192714,human,sra,data_sources/sra,data_sources,1021
SRP058714,human,sra,data_sources/sra,data_sources,2
SRP117614,human,sra,data_sources/sra,data_sources,8
ERP013914,human,sra,data_sources/sra,data_sources,22
SRP154314,human,sra,data_sources/sra,data_sources,8
ERP007014,human,sra,data_sources/sra,data_sources,3
SRP078214,human,sra,data_sources/sra,data_sources,12
ERP110814,human,sra,data_sources/sra,data_sources,30
SRP118314,human,sra,data_sources/sra,data_sources,3
SRP136914,human,sra,data_sources/sra,data_sources,6
SRP185514,human,sra,data_sources/sra,data_sources,10
SRP150314,human,sra,data_sources/sra,data_sources,4
SRP087614,human,sra,data_sources/sra,data_sources,2
SRP057814,human,sra,data_sources/sra,data_sources,8
SRP094414,human,sra,data_sources/sra,data_sources,309
SRP098814,human,sra,data_sources/sra,data_sources,3
SRP079214,human,sra,data_sources/sra,data_sources,4
SRP191514,human,sra,data_sources/sra,data_sources,64
SRP068014,human,sra,data_sources/sra,data_sources,6
SRP178114,human,sra,data_sources/sra,data_sources,3
SRP157114,human,sra,data_sources/sra,data_sources,8
ERP111914,human,sra,data_sources/sra,data_sources,11
SRP018014,human,sra,data_sources/sra,data_sources,1
ERP110314,human,sra,data_sources/sra,data_sources,10
SRP079914,human,sra,data_sources/sra,data_sources,11
SRP049714,human,sra,data_sources/sra,data_sources,7
SRP058414,human,sra,data_sources/sra,data_sources,27
SRP148514,human,sra,data_sources/sra,data_sources,10
SRP219514,human,sra,data_sources/sra,data_sources,10
SRP078314,human,sra,data_sources/sra,data_sources,26
SRP115414,human,sra,data_sources/sra,data_sources,6
SRP091714,human,sra,data_sources/sra,data_sources,20
SRP154414,human,sra,data_sources/sra,data_sources,28
SRP115014,human,sra,data_sources/sra,data_sources,5
SRP118614,human,sra,data_sources/sra,data_sources,64
SRP148114,human,sra,data_sources/sra,data_sources,4
SRP067914,human,sra,data_sources/sra,data_sources,49
SRP132414,human,sra,data_sources/sra,data_sources,12
SRP074114,human,sra,data_sources/sra,data_sources,6
SRP067214,human,sra,data_sources/sra,data_sources,30
SRP108414,human,sra,data_sources/sra,data_sources,16
SRP143514,human,sra,data_sources/sra,data_sources,12
SRP093314,human,sra,data_sources/sra,data_sources,6
SRP174214,human,sra,data_sources/sra,data_sources,6
SRP126414,human,sra,data_sources/sra,data_sources,4
SRP181114,human,sra,data_sources/sra,data_sources,16
SRP078414,human,sra,data_sources/sra,data_sources,6
SRP167214,human,sra,data_sources/sra,data_sources,9
SRP055514,human,sra,data_sources/sra,data_sources,76
SRP062214,human,sra,data_sources/sra,data_sources,6
SRP164914,human,sra,data_sources/sra,data_sources,7
ERP002414,human,sra,data_sources/sra,data_sources,9
SRP173314,human,sra,data_sources/sra,data_sources,9
SRP162014,human,sra,data_sources/sra,data_sources,12
SRP182014,human,sra,data_sources/sra,data_sources,1
SRP065114,human,sra,data_sources/sra,data_sources,4
ERP009114,human,sra,data_sources/sra,data_sources,6
SRP127714,human,sra,data_sources/sra,data_sources,12
SRP172814,human,sra,data_sources/sra,data_sources,10
SRP028814,human,sra,data_sources/sra,data_sources,5
SRP142614,human,sra,data_sources/sra,data_sources,10
SRP082314,human,sra,data_sources/sra,data_sources,4
SRP096814,human,sra,data_sources/sra,data_sources,7
SRP173814,human,sra,data_sources/sra,data_sources,4
SRP027514,human,sra,data_sources/sra,data_sources,4
SRP073735,human,sra,data_sources/sra,data_sources,46
SRP056835,human,sra,data_sources/sra,data_sources,24
SRP064735,human,sra,data_sources/sra,data_sources,6
SRP108035,human,sra,data_sources/sra,data_sources,20
SRP149435,human,sra,data_sources/sra,data_sources,7
SRP074435,human,sra,data_sources/sra,data_sources,6
SRP134235,human,sra,data_sources/sra,data_sources,4
SRP090635,human,sra,data_sources/sra,data_sources,6
SRP189335,human,sra,data_sources/sra,data_sources,12
SRP033335,human,sra,data_sources/sra,data_sources,6
SRP222535,human,sra,data_sources/sra,data_sources,24
SRP162635,human,sra,data_sources/sra,data_sources,2
SRP123235,human,sra,data_sources/sra,data_sources,4
SRP094435,human,sra,data_sources/sra,data_sources,12
SRP055835,human,sra,data_sources/sra,data_sources,14
ERP020535,human,sra,data_sources/sra,data_sources,230
SRP162735,human,sra,data_sources/sra,data_sources,8
ERP022435,human,sra,data_sources/sra,data_sources,9
SRP150835,human,sra,data_sources/sra,data_sources,16
SRP155035,human,sra,data_sources/sra,data_sources,6
SRP149535,human,sra,data_sources/sra,data_sources,81
SRP108135,human,sra,data_sources/sra,data_sources,207
SRP193435,human,sra,data_sources/sra,data_sources,13
SRP048735,human,sra,data_sources/sra,data_sources,18
SRP075535,human,sra,data_sources/sra,data_sources,288
SRP058435,human,sra,data_sources/sra,data_sources,2
SRP014635,human,sra,data_sources/sra,data_sources,2
SRP036035,human,sra,data_sources/sra,data_sources,6
SRP223635,human,sra,data_sources/sra,data_sources,15
ERP021735,human,sra,data_sources/sra,data_sources,3
SRP069235,human,sra,data_sources/sra,data_sources,32
SRP126335,human,sra,data_sources/sra,data_sources,8
SRP125235,human,sra,data_sources/sra,data_sources,6
SRP149735,human,sra,data_sources/sra,data_sources,2
SRP015435,human,sra,data_sources/sra,data_sources,1
SRP133835,human,sra,data_sources/sra,data_sources,4
SRP044935,human,sra,data_sources/sra,data_sources,4
SRP050335,human,sra,data_sources/sra,data_sources,4
SRP101635,human,sra,data_sources/sra,data_sources,2
SRP133935,human,sra,data_sources/sra,data_sources,14
DRP002835,human,sra,data_sources/sra,data_sources,2
SRP092535,human,sra,data_sources/sra,data_sources,26
SRP212935,human,sra,data_sources/sra,data_sources,8
SRP059735,human,sra,data_sources/sra,data_sources,12
SRP017435,human,sra,data_sources/sra,data_sources,18
SRP091435,human,sra,data_sources/sra,data_sources,11
SRP102735,human,sra,data_sources/sra,data_sources,10
SRP097735,human,sra,data_sources/sra,data_sources,86
SRP111535,human,sra,data_sources/sra,data_sources,4
SRP111135,human,sra,data_sources/sra,data_sources,4
SRP163035,human,sra,data_sources/sra,data_sources,15
SRP126635,human,sra,data_sources/sra,data_sources,18
SRP102935,human,sra,data_sources/sra,data_sources,10
SRP074235,human,sra,data_sources/sra,data_sources,6
SRP056435,human,sra,data_sources/sra,data_sources,8
SRP100835,human,sra,data_sources/sra,data_sources,3
SRP037735,human,sra,data_sources/sra,data_sources,2
SRP110135,human,sra,data_sources/sra,data_sources,3
SRP222335,human,sra,data_sources/sra,data_sources,6
SRP162135,human,sra,data_sources/sra,data_sources,2
SRP110035,human,sra,data_sources/sra,data_sources,6
SRP192835,human,sra,data_sources/sra,data_sources,8
SRP185835,human,sra,data_sources/sra,data_sources,12
ERP017435,human,sra,data_sources/sra,data_sources,2
SRP076235,human,sra,data_sources/sra,data_sources,59
SRP108735,human,sra,data_sources/sra,data_sources,12
SRP165235,human,sra,data_sources/sra,data_sources,6
SRP013935,human,sra,data_sources/sra,data_sources,3
SRP061835,human,sra,data_sources/sra,data_sources,2
ERP016435,human,sra,data_sources/sra,data_sources,12
SRP078535,human,sra,data_sources/sra,data_sources,1
SRP055435,human,sra,data_sources/sra,data_sources,36
SRP059835,human,sra,data_sources/sra,data_sources,8
SRP218935,human,sra,data_sources/sra,data_sources,95
SRP116935,human,sra,data_sources/sra,data_sources,4
SRP060235,human,sra,data_sources/sra,data_sources,6
SRP122535,human,sra,data_sources/sra,data_sources,56
SRP133635,human,sra,data_sources/sra,data_sources,136
SRP201635,human,sra,data_sources/sra,data_sources,4
SRP182935,human,sra,data_sources/sra,data_sources,10
SRP098735,human,sra,data_sources/sra,data_sources,41
SRP072835,human,sra,data_sources/sra,data_sources,8
SRP057735,human,sra,data_sources/sra,data_sources,32
SRP083135,human,sra,data_sources/sra,data_sources,33
SRP107235,human,sra,data_sources/sra,data_sources,6
SRP157535,human,sra,data_sources/sra,data_sources,12
SRP059035,human,sra,data_sources/sra,data_sources,201
SRP096035,human,sra,data_sources/sra,data_sources,35
SRP174935,human,sra,data_sources/sra,data_sources,6
SRP197235,human,sra,data_sources/sra,data_sources,21
SRP132535,human,sra,data_sources/sra,data_sources,188
SRP110335,human,sra,data_sources/sra,data_sources,7
SRP148035,human,sra,data_sources/sra,data_sources,6
SRP182835,human,sra,data_sources/sra,data_sources,39
SRP071235,human,sra,data_sources/sra,data_sources,48
SRP095035,human,sra,data_sources/sra,data_sources,4
SRP152942,human,sra,data_sources/sra,data_sources,12
SRP079342,human,sra,data_sources/sra,data_sources,79
ERP106942,human,sra,data_sources/sra,data_sources,3
SRP172442,human,sra,data_sources/sra,data_sources,4
SRP188242,human,sra,data_sources/sra,data_sources,9
SRP131142,human,sra,data_sources/sra,data_sources,84
SRP119842,human,sra,data_sources/sra,data_sources,10
ERP010142,human,sra,data_sources/sra,data_sources,78
SRP093642,human,sra,data_sources/sra,data_sources,50
SRP099842,human,sra,data_sources/sra,data_sources,36
SRP109042,human,sra,data_sources/sra,data_sources,4
SRP148442,human,sra,data_sources/sra,data_sources,4
SRP044042,human,sra,data_sources/sra,data_sources,24
SRP053042,human,sra,data_sources/sra,data_sources,6
SRP131042,human,sra,data_sources/sra,data_sources,6
SRP102542,human,sra,data_sources/sra,data_sources,103
SRP032942,human,sra,data_sources/sra,data_sources,8
ERP001942,human,sra,data_sources/sra,data_sources,667
SRP188942,human,sra,data_sources/sra,data_sources,4
SRP026042,human,sra,data_sources/sra,data_sources,84
SRP198242,human,sra,data_sources/sra,data_sources,45
SRP070442,human,sra,data_sources/sra,data_sources,10
SRP151142,human,sra,data_sources/sra,data_sources,12
SRP068942,human,sra,data_sources/sra,data_sources,18
SRP113442,human,sra,data_sources/sra,data_sources,6
SRP014542,human,sra,data_sources/sra,data_sources,6
SRP130942,human,sra,data_sources/sra,data_sources,12
SRP022942,human,sra,data_sources/sra,data_sources,3
SRP170742,human,sra,data_sources/sra,data_sources,4
SRP157942,human,sra,data_sources/sra,data_sources,3
SRP125842,human,sra,data_sources/sra,data_sources,18
SRP150042,human,sra,data_sources/sra,data_sources,6
SRP000542,human,sra,data_sources/sra,data_sources,1
SRP050242,human,sra,data_sources/sra,data_sources,12
SRP126942,human,sra,data_sources/sra,data_sources,5
SRP059642,human,sra,data_sources/sra,data_sources,8
SRP059242,human,sra,data_sources/sra,data_sources,8
SRP017142,human,sra,data_sources/sra,data_sources,6
SRP074342,human,sra,data_sources/sra,data_sources,12
SRP107042,human,sra,data_sources/sra,data_sources,16
SRP166342,human,sra,data_sources/sra,data_sources,8
SRP185842,human,sra,data_sources/sra,data_sources,9
SRP062942,human,sra,data_sources/sra,data_sources,6
SRP076842,human,sra,data_sources/sra,data_sources,6
SRP005342,human,sra,data_sources/sra,data_sources,12
SRP173842,human,sra,data_sources/sra,data_sources,73
SRP055442,human,sra,data_sources/sra,data_sources,6
DRP004442,human,sra,data_sources/sra,data_sources,6
SRP064142,human,sra,data_sources/sra,data_sources,2
SRP159142,human,sra,data_sources/sra,data_sources,3
SRP013842,human,sra,data_sources/sra,data_sources,1
SRP058342,human,sra,data_sources/sra,data_sources,4
SRP005242,human,sra,data_sources/sra,data_sources,10
SRP078442,human,sra,data_sources/sra,data_sources,9
SRP131642,human,sra,data_sources/sra,data_sources,6
SRP040442,human,sra,data_sources/sra,data_sources,36
SRP032542,human,sra,data_sources/sra,data_sources,2
SRP160142,human,sra,data_sources/sra,data_sources,4
SRP127642,human,sra,data_sources/sra,data_sources,4
SRP180142,human,sra,data_sources/sra,data_sources,6
SRP004042,human,sra,data_sources/sra,data_sources,3
SRP136742,human,sra,data_sources/sra,data_sources,80
SRP171042,human,sra,data_sources/sra,data_sources,51
SRP150742,human,sra,data_sources/sra,data_sources,22
SRP182842,human,sra,data_sources/sra,data_sources,45
SRP048842,human,sra,data_sources/sra,data_sources,2
SRP066242,human,sra,data_sources/sra,data_sources,10
SRP168742,human,sra,data_sources/sra,data_sources,9
SRP126442,human,sra,data_sources/sra,data_sources,6
SRP017942,human,sra,data_sources/sra,data_sources,4
SRP221142,human,sra,data_sources/sra,data_sources,10
SRP133442,human,sra,data_sources/sra,data_sources,67
SRP090942,human,sra,data_sources/sra,data_sources,2
SRP194342,human,sra,data_sources/sra,data_sources,42
SRP041742,human,sra,data_sources/sra,data_sources,1
SRP072242,human,sra,data_sources/sra,data_sources,23
SRP162342,human,sra,data_sources/sra,data_sources,7
SRP159842,human,sra,data_sources/sra,data_sources,10
SRP136642,human,sra,data_sources/sra,data_sources,6
SRP144742,human,sra,data_sources/sra,data_sources,9
SRP116142,human,sra,data_sources/sra,data_sources,10
SRP071942,human,sra,data_sources/sra,data_sources,12
SRP056742,human,sra,data_sources/sra,data_sources,10
SRP091848,human,sra,data_sources/sra,data_sources,1
SRP026648,human,sra,data_sources/sra,data_sources,8
SRP117048,human,sra,data_sources/sra,data_sources,12
SRP147748,human,sra,data_sources/sra,data_sources,6
SRP102148,human,sra,data_sources/sra,data_sources,4
SRP100048,human,sra,data_sources/sra,data_sources,17
SRP023548,human,sra,data_sources/sra,data_sources,16
SRP073248,human,sra,data_sources/sra,data_sources,4
SRP065848,human,sra,data_sources/sra,data_sources,6
SRP039348,human,sra,data_sources/sra,data_sources,32
SRP124448,human,sra,data_sources/sra,data_sources,4
ERP107748,human,sra,data_sources/sra,data_sources,7598
SRP105348,human,sra,data_sources/sra,data_sources,11
SRP110248,human,sra,data_sources/sra,data_sources,30
SRP091948,human,sra,data_sources/sra,data_sources,8
SRP162148,human,sra,data_sources/sra,data_sources,20
SRP173248,human,sra,data_sources/sra,data_sources,11
SRP070148,human,sra,data_sources/sra,data_sources,132
SRP095948,human,sra,data_sources/sra,data_sources,5
SRP100948,human,sra,data_sources/sra,data_sources,117
SRP185848,human,sra,data_sources/sra,data_sources,43
SRP107048,human,sra,data_sources/sra,data_sources,2
SRP061848,human,sra,data_sources/sra,data_sources,6
SRP104148,human,sra,data_sources/sra,data_sources,45
SRP101948,human,sra,data_sources/sra,data_sources,12
SRP063948,human,sra,data_sources/sra,data_sources,6
SRP076848,human,sra,data_sources/sra,data_sources,6
ERP012748,human,sra,data_sources/sra,data_sources,24
SRP150548,human,sra,data_sources/sra,data_sources,31
SRP059948,human,sra,data_sources/sra,data_sources,4
SRP212748,human,sra,data_sources/sra,data_sources,6
